"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"65710","201203","ABC","375","23","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Donaldson, Matthew C.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"29210","201203","ABC","375","24","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Downs, Jesus C.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"65954","201203","ABC","375","25","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Morales, Victoria E.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"42748","201203","ABC","375","26","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Rogers, Emma J.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"98431","201203","ABC","375","27","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Vinson, Dominic A.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"49065","201203","ABC","375","28","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Reeves, Brayden L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"23341","201203","ABC","375","29","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"20930","201203","ABC","375","30","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Davis, Xavier M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"84500","201203","ABC","375","31","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Miller, Liam M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"44471","201203","ABC","375","32","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"White, Jose E.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"83204","201203","ABC","375","33","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Carpenter, Grace S.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"38932","201203","ABC","375","34","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"88481","201203","ABC","375","35","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Parsons, Mia E.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"63772","201203","ABC","375","36","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Carpenter, Samantha J.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"52975","201203","ABC","375","37","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hill, Melody B.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"49274","201203","ABC","375","38","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Martin, Layla L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"79605","201203","ABC","375","39","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Schneider, Daniel D.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"79543","201203","ABC","375","40","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"41821","201203","ABC","375","41","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"70645","201203","ABC","375","42","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Witt, Noah A.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"89587","201203","ABC","376","0","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"88394","201203","ABC","376","1","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"47328","201203","ABC","376","2","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Perry, Katherine V.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","264687619","Lewis","Jackson","GR","12","D2","ABCG","S","RE","jackson.l.lewis@fakeu.edu"
"2","683169456","Wood","Natalia","GR","6","D1","ABCG","S","RE","natalia.c.wood@fakeu.edu"
"3","326951437","Anderson","Savannah","GR","6","D1","ABCG","S","RE","savannah.a.anderson@fakeu.edu"
"4","100231262","Martin","Adrian","GR","3","D2","ABCG","S","RE","adrian.d.martin@fakeu.edu"
"5","769589595","Price","Hannah","GR","12","D2","ABCG","S","RE","hannah.c.price@fakeu.edu"
"6","938295850","Kelly","Kevin","GR","12","D1","ABCG","S","RE","kevin.j.kelly@fakeu.edu"
"7","867764613","Conner","Brayden","GR","8","D1","ABCG","S","RE","brayden.j.conner@fakeu.edu"
"8","624004744","Clarke","Melody","GR","2","D1","ABCG","S","RE","melody.s.clarke@fakeu.edu"
"9","248063630","Rivera","Adrian","GR","12","D1","ABCG","S","RE","adrian.a.rivera@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"27578","201203","ABC","376","3","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Sullivan, Jordan H.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"24655","201203","ABC","376","4","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Herring, Nathan L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","924424766","Turner","Isaiah","GR","8","D1","ABCG","S","RE","isaiah.e.turner@fakeu.edu"
"2","937095806","Smith","Christian","GR","8","GM","ABCG","S","RE","christian.d.smith@fakeu.edu"
"3","133997429","Rose","Xavier","GR","8","D1","ABCG","S","RE","xavier.t.rose@fakeu.edu"
"4","663021047","Harvey","Jose","GR","4","GM","ABCG","S","RE","jose.l.harvey@fakeu.edu"
"5","191164912","Reid","Isabella","GR","12","GM","ABCG","S","RE","isabella.d.reid@fakeu.edu"
"6","630113798","Johnson","Isaac","GR","4","D1","ABCG","S","RE","isaac.v.johnson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"19132","201203","ABC","376","5","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Bennett, Henry A.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","207364183","Mcgowan","Ivan","GR","12","D1","ABCG","","RE","ivan.d.mcgowan@fakeu.edu"
"2","464298202","Morris","Brandon","GR","4","D1","ABCG","","RE","brandon.a.morris@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"34360","201203","ABC","376","6","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Olson, Jennifer D.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","126711402","Ochoa","Scarlett","GR","12","GM","ABCG","","RE","scarlett.x.ochoa@fakeu.edu"
"2","941071402","Ballard","Mason","GR","12","D1","ABCG","","RE","mason.c.ballard@fakeu.edu"
"3","817441074","Tucker","Ethan","GR","12","D2","OT78","","RE","ethan.m.tucker@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"51237","201203","ABC","376","7","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"White, Amy M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","162082037","Grant","Benjamin","GR","12","GM","ABCG","S","RE","benjamin.m.grant@fakeu.edu"
"2","896026246","Greene","Aaron","GR","4","D1","ABCG","S","RE","aaron.j.greene@fakeu.edu"
"3","888606301","Moss","Oliver","GR","12","D1","ABCG","S","RE","oliver.y.moss@fakeu.edu"
"4","159903099","Williams","Zachary","GR","12","GM","ABCG","S","RE","zachary.a.williams1@fakeu.edu"
"5","405182723","Austin","Emma","ND","1","ND","O253","P","RE","emma.j.austin@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"59718","201203","ABC","376","8","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Battle, Gianna M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","468275553","Cummings","Jason","GR","12","D1","ABCG","S","RE","jason.m.cummings@fakeu.edu"
"2","112200818","House","Joshua","GR","12","D1","ABCG","S","RE","joshua.c.house@fakeu.edu"
"3","233787263","Bryant","Noah","GR","4","GM","ABCG","S","RE","noah.g.bryant@fakeu.edu"
"4","410807783","Scott","Delilah","GR","12","D1","ABCG","S","RE","delilah.m.scott@fakeu.edu"
"5","585803229","Davis","Isaac","GR","4","GM","ABCG","S","RE","isaac.j.davis1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"83941","201203","ABC","376","9","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cox, Jayden L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","432035743","Davis","Mateo","GR","12","D2","ABCG","S","RE","mateo.s.davis@fakeu.edu"
"2","517731298","Thomas","Luis","GR","12","D1","ABCG","S","RE","luis.j.thomas@fakeu.edu"
"3","423522311","Nichols","Jacob","GR","6","D1","ABCG","S","RE","jacob.s.nichols@fakeu.edu"
"4","315807007","Davis","Alyssa","GR","12","D2","ABCG","S","RE","alyssa.g.davis@fakeu.edu"
"5","341825746","Henderson","Caleb","GR","12","D1","ABCG","S","RE","caleb.l.henderson@fakeu.edu"
"6","224855334","Davis","Camila","GR","8","GM","ABCG","S","RE","camila.m.davis@fakeu.edu"
"7","660264411","Maddox","Melanie","GR","12","D2","ABCG","S","RE","melanie.a.maddox@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72992","201203","ABC","376","10","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Johnson, Abigail N.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","844077208","Banks","Zachary","GR","4","GM","ABCG","S","RE","zachary.j.banks@fakeu.edu"
"2","674545165","Robinson","Gabriel","GR","1","D1","ABCG","S","RE","gabriel.n.robinson@fakeu.edu"
"3","336959579","Petersen","Michael","GR","12","D2","ABCG","S","RE","michael.s.petersen@fakeu.edu"
"4","517012301","Wright","Diego","GR","8","D1","ABCG","S","RE","diego.a.wright@fakeu.edu"
"5","523522260","Beck","Evan","GR","12","D2","ABCG","S","RE","evan.j.beck@fakeu.edu"
"6","988590102","Willis","Aubrey","GR","12","D1","ABCG","S","RE","aubrey.c.willis@fakeu.edu"
"7","879906943","Leonard","Aaron","GR","12","D2","ABCG","S","RE","aaron.r.leonard@fakeu.edu"
"8","175362572","White","Sophia","GR","12","D1","ABCG","S","RE","sophia.e.white@fakeu.edu"
"9","999625965","Pena","Giovanni","GR","12","D1","ABCG","S","RE","giovanni.g.pena@fakeu.edu"
"10","889670892","Perry","Thomas","GR","2","D1","ABCG","S","RE","thomas.k.perry@fakeu.edu"
"11","370866115","Boyd","Brianna","GR","8","GM","ABCG","S","RE","brianna.a.boyd@fakeu.edu"
"12","792777350","Floyd","Violet","GR","5","GM","ABCG","S","RE","violet.n.floyd@fakeu.edu"
"13","944244937","Graham","Ivan","GR","12","D1","ABCG","S","RE","ivan.h.graham@fakeu.edu"
"14","829177479","Nichols","Jesus","GR","6","D1","ABCG","S","RE","jesus.k.nichols@fakeu.edu"
"15","548735698","Rodriquez","Evelyn","GR","4","D1","ABCG","S","RE","evelyn.e.rodriquez@fakeu.edu"
"16","783730185","Greene","John","GR","7","D1","ABCG","S","RE","john.n.greene@fakeu.edu"
"17","873288537","Morin","Joseph","GR","8","D1","ABCG","S","RE","joseph.n.morin@fakeu.edu"
"18","807272010","Reyes","Aiden","GR","12","D1","ABCG","S","RE","aiden.b.reyes@fakeu.edu"
"19","852207865","Pearson","Allison","GR","4","D1","ABCG","S","RE","allison.n.pearson@fakeu.edu"
"20","666927557","Olson","Jose","GR","12","D1","ABCG","S","RE","jose.j.olson@fakeu.edu"
"21","131995408","Bowen","Ethan","GR","6","D1","ABCG","S","RE","ethan.a.bowen1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"36649","201203","ABC","376","11","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Reese, Ryan X.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"45918","201203","ABC","376","12","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Larsen, Ava S.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"35854","201203","ABC","376","13","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Snyder, Samantha R.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","117307150","Baker","Noah","GR","7","D1","ABCG","S","RE","noah.a.baker1@fakeu.edu"
"2","115504709","Gilbert","Camila","GR","12","D2","ABCG","S","RE","camila.w.gilbert@fakeu.edu"
"3","168975048","Price","Matthew","GR","12","D2","ABCG","S","RE","matthew.l.price@fakeu.edu"
"4","901642413","Garcia","Natalie","GR","12","D2","ABCG","S","RE","natalie.a.garcia@fakeu.edu"
"5","542957290","Adams","Andrew","GR","12","D2","ABCG","S","RE","andrew.v.adams@fakeu.edu"
"6","210497396","Bridges","Emma","GR","10","D2","DEFG","S","RE","emma.n.bridges@fakeu.edu"
"7","333338350","Prince","Jackson","GR","12","D1","ABCG","S","RE","jackson.a.prince@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"33323","201203","ABC","376","14","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Juan L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"91132","201203","ABC","376","15","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Parker, Alejandro G.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"14016","201203","ABC","376","16","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cox, Ayden C.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","268838043","Hopkins","Abigail","GR","12","D2","ABCG","S","RE","abigail.b.hopkins@fakeu.edu"
"2","535011527","Taylor","Emily","GR","4","D1","ABCG","S","RE","emily.c.taylor@fakeu.edu"
"3","594247100","Finch","Zoe","GR","4","D1","ABCG","S","RE","zoe.a.finch@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"99976","201203","ABC","376","17","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Rutledge, Ashley B.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","877833974","Oliver","Melissa","GR","6","GM","ABCG","","RE","melissa.r.oliver@fakeu.edu"
"2","211021487","Brown","Adam","GR","12","D1","ABCG","","RE","adam.z.brown@fakeu.edu"
"3","101575213","Davis","Sofia","GR","4","D1","ABCG","","RE","sofia.v.davis@fakeu.edu"
"4","323639597","Cooper","Abigail","GR","12","D1","ABCG","","RE","abigail.s.cooper1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"21975","201203","ABC","376","18","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cobb, Sophie A.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"13657","201203","ABC","376","19","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Morris, Evan E.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"56135","201203","ABC","376","20","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Green, Isabella M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","165216424","Salinas","Julian","GR","8","D2","ABCG","S","RE","julian.n.salinas@fakeu.edu"
"2","807562747","King","Giselle","GR","12","D1","ABCG","S","RE","giselle.e.king@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"17060","201203","ABC","376","21","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Montgomery, Landon Y.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","298585263","Arnold","Dylan","GR","12","D1","ABCG","S","RE","dylan.n.arnold@fakeu.edu"
"2","257352395","Anderson","Andrea","GR","12","D1","ABCG","S","RE","andrea.l.anderson@fakeu.edu"
"3","811690796","Valdez","Justin","GR","12","D1","ABCG","S","RE","justin.j.valdez@fakeu.edu"
"4","556066961","Schmidt","Camila","GR","4","GM","ABCG","S","RE","camila.c.schmidt@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"53690","201203","ABC","376","22","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Moore, Isabella M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"10194","201203","ABC","376","23","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Donaldson, Matthew C.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","725688580","Green","Logan","GR","12","D1","ABCG","","RE","logan.j.green@fakeu.edu"
"2","182654109","Hall","Isaiah","GR","8","GM","ABCG","","RE","isaiah.i.hall@fakeu.edu"
"3","953081315","Swanson","Aaliyah","GR","12","D1","ABCG","","RE","aaliyah.r.swanson@fakeu.edu"
"4","488823471","Cole","Matthew","GR","8","GM","ABCG","","RE","matthew.d.cole@fakeu.edu"
"5","798830871","Walters","Evan","GR","8","D1","ABCG","","RE","evan.j.walters@fakeu.edu"
"6","634745842","Hill","Justin","GR","12","GM","ABCG","","RE","justin.j.hill@fakeu.edu"
"7","431375642","Walker","Sofia","GR","8","GM","ABCG","","RE","sofia.b.walker@fakeu.edu"
"8","385210362","Hutchinson","Ella","GR","6","D1","ABCG","","RE","ella.v.hutchinson@fakeu.edu"
"9","307981937","Bowman","Andrea","GR","12","D1","ABCG","","RE","andrea.m.bowman@fakeu.edu"
"10","583056537","Hayes","Ivan","GR","12","D2","ABCG","","RE","ivan.m.hayes@fakeu.edu"
"11","457652056","Olson","Santiago","GR","12","GM","O116","","RE","santiago.k.olson@fakeu.edu"
"12","740456058","Brown","Natalia","GR","12","D1","ABCG","","RE","natalia.j.brown@fakeu.edu"
"13","293055445","Velasquez","Leah","GR","8","D1","ABCG","","RE","leah.d.velasquez@fakeu.edu"
"14","126741955","Mckinney","Aubrey","GR","8","D1","ABCG","","RE","aubrey.n.mckinney@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"10500","201203","ABC","376","24","1.000 - 12.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Downs, Jesus C.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","518954457","Sloan","Henry","GR","12","D1","ABCG","S","RE","henry.p.sloan@fakeu.edu"
"2","404710744","Martin","Leonardo","GR","12","D2","ABCG","S","RE","leonardo.a.martin@fakeu.edu"
"3","965412294","Garcia","Joshua","GR","12","D1","ABCG","S","RE","joshua.s.garcia@fakeu.edu"
"4","850142017","Williams","Samantha","GR","12","D1","ABCG","S","RE","samantha.g.williams@fakeu.edu"
